"723","1.05457809288298+0.1338547*DFF_SORT_SICC2_12+0.01082216*DFF_SORT_SICC3_9+-0.1514339*DFF_SORT_SICC3_1+0.000008529523*DFF_SORT_IDVFX_1+0.1587795*DFF_SORT_SICC2_4","0.05"
"726","0.918934544885387+-0.0000547217*DFF_SORT_IDVFX_1+-0.1551671*DFF_SORT_SICC3_4+1.085707*DFF_SORT_SICC2_4+0.0185879*DFF_SORT_SICC3_10+-0.1463921*DFF_SORT_SICC3_1","0.03"
"727","0.822311295907758+-0.00004141875*DFF_SORT_IDVFX_1+0.4164771*DFF_SORT_SICC2_12+-0.000009678278*DFF_SORT_RELVBDJP_1+-0.1604512*DFF_SORT_SICC1_1+0.4221265*DFF_SORT_SICC3_4","0.03"
"728","0.394764982792355+3.156383*DFF_SORT_SICC2_12+11.63483*DFF_SORT_SICC3_10+9.112262*DFF_SORT_SICC1_11+-3.345508*DFF_SORT_SICC2_4+0.7092935*DFF_SORT_SICC3_9","0.08"
"729","0.88597804872035+-0.00004683449*DFF_SORT_IDVFX_1+-0.1557641*DFF_SORT_SICC3_4+1.231049*DFF_SORT_SICC2_4+-0.1187167*DFF_SORT_SICC2_9+-0.000007217166*DFF_SORT_RELVBDJP_1","0.03"
"730","0.389742444256884+12.53372*DFF_SORT_SICC3_10+0.00003627405*DFF_SORT_IDVFX_1+-0.931263*DFF_SORT_SICC2_4+0.3975052*DFF_SORT_SICC2_12+0.08694145*DFF_SORT_RELVBDN_1","0.07"
"731","0.875596196000054+-0.00004482595*DFF_SORT_IDVFX_1+-0.1211779*DFF_SORT_SICC3_10+-0.8710016*DFF_SORT_SICC2_2+0.3169911*DFF_SORT_SICC3_4+1.343664*DFF_SORT_SICC2_4","0.04"
"733","0.802866945295187+-3.364568*DFF_SORT_SICC3_4+-0.0000476004*DFF_SORT_IDVFX_1+-0.369205*DFF_SORT_SICC3_9+-0.622146*DFF_SORT_SICC3_11+7.697308*DFF_SORT_SICC2_4","0.06"
"734","0.670329532070815+-4.27471*DFF_SORT_SICC3_11+0.581916*DFF_SORT_SICC3_4+-0.00003807094*DFF_SORT_IDVFX_1+0.7600233*DFF_SORT_SICC2_12+-0.06451238*DFF_SORT_SICC3_9","0.06"
"735","0.349029316136332+38.9771*DFF_SORT_SICC1_10+2.619102*DFF_SORT_SICC2_12+2.074551*DFF_SORT_SICC1_9+-6.090754*DFF_SORT_SICC2_4+-0.133038*DFF_SORT_RELVBDN_1","0.08"
"736","0.664983091071649+-0.00002229293*DFF_SORT_IDVFX_1+-0.2348275*DFF_SORT_SICC3_4+-0.9422365*DFF_SORT_SICC3_11+0.04178136*DFF_SORT_SICC3_9+-0.00003346568*DFF_SORT_RELVBDJP_1","0.06"
"737","0.39630882472115+13.64446*DFF_SORT_SICC3_10+0.6708938*DFF_SORT_SICC2_12+-0.01031656*DFF_SORT_RELVBDP_1+-7.392291*DFF_SORT_SICC3_11+0.09769761*DFF_SORT_RELVBDN_1","0.07"
"738","0.282403152026101+-1.320717*DFF_SORT_SICC3_4+-3.909267*DFF_SORT_SICC3_11+-0.0000180862*DFF_SORT_IDVFX_1+-0.1523857*DFF_SORT_SICC2_9+0.5455585*DFF_SORT_RELVBDN_1","0.06"
"740","1.43647163114962+-0.00007925625*DFF_SORT_IDVFX_1+-7.263806*DFF_SORT_SICC2_4+0.8885463*DFF_SORT_SICC2_12+1.90064*DFF_SORT_SICC3_4+-0.2092092*DFF_SORT_SICC1_9","0.05"
"741","1.45554757039971+-0.00008393239*DFF_SORT_IDVFX_1+-7.655723*DFF_SORT_SICC2_4+2.528039*DFF_SORT_SICC3_4+-0.2259909*DFF_SORT_SICC2_12+1.530318*DFF_SORT_SICC1_10","0.04"
"742","1.56552982802983+-0.00009794275*DFF_SORT_IDVFX_1+-7.062313*DFF_SORT_SICC2_4+1.717028*DFF_SORT_SICC3_4+0.6789576*DFF_SORT_SICC3_10+-0.314319*DFF_SORT_SICC1_12","0.08"
"743","1.37748695327911+-0.00006482015*DFF_SORT_IDVFX_1+-4.921765*DFF_SORT_SICC2_4+1.357995*DFF_SORT_SICC3_4+-0.178102*DFF_SORT_SICC2_12+-0.04882619*DFF_SORT_RELVBDN_1","0.04"
"744","1.42850210972704+-5.706636*DFF_SORT_SICC2_4+-0.00007299419*DFF_SORT_IDVFX_1+0.3641875*DFF_SORT_SICC3_4+-0.3462851*DFF_SORT_SICC2_10+-0.3261524*DFF_SORT_SICC3_9","0.05"
"745","1.3248697097267+-0.00006727422*DFF_SORT_IDVFX_1+-2.785511*DFF_SORT_SICC2_4+0.7401534*DFF_SORT_SICC3_4+-0.4281752*DFF_SORT_SICC2_12+-0.316431*DFF_SORT_SICC2_9","0.04"
"746","1.27823620264041+-0.00007176002*DFF_SORT_IDVFX_1+-0.6791058*DFF_SORT_SICC1_4+-0.4809501*DFF_SORT_SICC2_1+0.1184244*DFF_SORT_SICC2_12+0.06807473*DFF_SORT_SICC3_11","0.04"
"747","0.817250353236707+-0.00003788761*DFF_SORT_IDVFX_1+-1.842339*DFF_SORT_SICC2_4+0.5944403*DFF_SORT_SICC3_4+-0.3817246*DFF_SORT_SICC3_10+-0.04240056*DFF_SORT_SICC2_12","0.02"
